sequence,price,volume,side,time
4718870172,12911.13000000,0.56726634,sell,2017-12-30T18:40:42.120000Z
4718870193,12911.12000000,0.09314000,buy,2017-12-30T18:40:42.205000Z
4718870195,12911.12000000,0.09315000,buy,2017-12-30T18:40:42.205000Z
4718870197,12911.12000000,0.01371000,buy,2017-12-30T18:40:42.205000Z
4718870401,12911.13000000,0.43273366,sell,2017-12-30T18:40:43.673000Z
4718870403,12911.13000000,0.00010000,sell,2017-12-30T18:40:43.673000Z
4718870405,12911.13000000,0.03663180,sell,2017-12-30T18:40:43.673000Z
4718870407,12911.13000000,0.01000000,sell,2017-12-30T18:40:43.673000Z
4718870409,12942.81000000,0.00060000,sell,2017-12-30T18:40:43.673000Z
4718870411,12942.81000000,0.00110000,sell,2017-12-30T18:40:43.673000Z
4718870413,12943.40000000,0.00127958,sell,2017-12-30T18:40:43.673000Z
4718870415,12944.34000000,0.02000000,sell,2017-12-30T18:40:43.673000Z
4718870417,12950.00000000,0.84655291,sell,2017-12-30T18:40:43.673000Z
4718870419,12950.00000000,0.01500000,sell,2017-12-30T18:40:43.673000Z
4718870421,12950.47000000,0.01884240,sell,2017-12-30T18:40:43.673000Z
4718870423,12950.49000000,0.01500000,sell,2017-12-30T18:40:43.673000Z
4718870425,12950.52000000,0.01500000,sell,2017-12-30T18:40:43.673000Z
4718870427,12952.30000000,0.01500000,sell,2017-12-30T18:40:43.673000Z
4718870429,12952.53000000,0.01500000,sell,2017-12-30T18:40:43.673000Z
4718870431,12955.00000000,0.00500000,sell,2017-12-30T18:40:43.673000Z
4718870433,12958.00000000,1.00000000,sell,2017-12-30T18:40:43.673000Z
4718870435,12960.00000000,0.50000000,sell,2017-12-30T18:40:43.673000Z
4718870437,12960.00000000,0.10275965,sell,2017-12-30T18:40:43.673000Z
4718871530,12942.80000000,0.00060000,sell,2017-12-30T18:40:46.302000Z
4718871532,12943.39000000,0.00110000,sell,2017-12-30T18:40:46.302000Z
4718871534,12959.99000000,0.00010000,sell,2017-12-30T18:40:46.302000Z
4718871536,12959.99000000,0.01000000,sell,2017-12-30T18:40:46.302000Z
4718871538,12960.51000000,0.00192975,sell,2017-12-30T18:40:46.302000Z
4718871662,12933.76000000,0.01563200,buy,2017-12-30T18:40:46.774000Z
4718871664,12933.76000000,0.01563200,buy,2017-12-30T18:40:46.774000Z
4718871666,12933.76000000,0.01563200,buy,2017-12-30T18:40:46.774000Z
4718871668,12933.76000000,0.01563200,buy,2017-12-30T18:40:46.774000Z
4718871670,12933.76000000,0.01563200,buy,2017-12-30T18:40:46.774000Z
4718871672,12933.76000000,0.01563200,buy,2017-12-30T18:40:46.774000Z
4718871674,12933.76000000,0.01563200,buy,2017-12-30T18:40:46.774000Z
4718871676,12933.76000000,0.01563200,buy,2017-12-30T18:40:46.774000Z
4718871678,12933.76000000,0.01563200,buy,2017-12-30T18:40:46.774000Z
4718871680,12933.76000000,0.01563200,buy,2017-12-30T18:40:46.774000Z
4718871682,12933.76000000,0.01563200,buy,2017-12-30T18:40:46.774000Z
4718871684,12933.76000000,0.01563200,buy,2017-12-30T18:40:46.774000Z
4718871686,12933.76000000,0.01241600,buy,2017-12-30T18:40:46.774000Z
4718872227,12936.38000000,0.06168688,sell,2017-12-30T18:40:48.679000Z
4718872576,12936.38000000,0.97094771,sell,2017-12-30T18:40:50.215000Z
4718872928,12936.37000000,0.10307330,buy,2017-12-30T18:40:51.983000Z
4718872930,12936.37000000,0.02598100,buy,2017-12-30T18:40:51.983000Z
4718872932,12936.37000000,0.02598100,buy,2017-12-30T18:40:51.983000Z
4718872934,12936.37000000,0.02598100,buy,2017-12-30T18:40:51.983000Z
4718872936,12936.37000000,0.02598100,buy,2017-12-30T18:40:51.983000Z
4718872938,12936.37000000,0.01000000,buy,2017-12-30T18:40:51.983000Z
4718872940,12936.37000000,0.02598100,buy,2017-12-30T18:40:51.983000Z
4718872942,12936.37000000,0.00588062,buy,2017-12-30T18:40:51.983000Z
4718873103,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873105,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873107,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873109,12936.37000000,0.32000000,buy,2017-12-30T18:40:52.649000Z
4718873111,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873113,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873115,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873117,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873119,12936.37000000,0.03099975,buy,2017-12-30T18:40:52.649000Z
4718873121,12936.37000000,0.00181000,buy,2017-12-30T18:40:52.649000Z
4718873123,12936.37000000,0.00674489,buy,2017-12-30T18:40:52.649000Z
4718873125,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873127,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873129,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873131,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873133,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873135,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873137,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873139,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873141,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873143,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873145,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873147,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873149,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873151,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873153,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873155,12936.37000000,0.02598100,buy,2017-12-30T18:40:52.649000Z
4718873157,12936.37000000,0.45386375,buy,2017-12-30T18:40:52.649000Z
4718873159,12936.29000000,0.25000000,buy,2017-12-30T18:40:52.649000Z
4718873161,12933.75000000,0.02000000,buy,2017-12-30T18:40:52.649000Z
4718873163,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873165,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873167,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873169,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873171,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873173,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873175,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873177,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873179,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873181,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873183,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873185,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873187,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873189,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873191,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873193,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873195,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873197,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873199,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873201,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873203,12933.14000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873205,12932.34000000,0.00049000,buy,2017-12-30T18:40:52.649000Z
4718873207,12930.38000000,0.10000000,buy,2017-12-30T18:40:52.649000Z
4718873209,12928.18000000,0.50000000,buy,2017-12-30T18:40:52.649000Z
4718873211,12928.18000000,1.00000000,buy,2017-12-30T18:40:52.649000Z
4718873213,12928.18000000,0.00960398,buy,2017-12-30T18:40:52.649000Z
4718873215,12928.17000000,3.69863463,buy,2017-12-30T18:40:52.649000Z
4718873471,12933.14000000,0.00057306,sell,2017-12-30T18:40:53.443000Z
4718873517,12933.14000000,0.11911482,sell,2017-12-30T18:40:53.690000Z
4718873563,12933.13000000,0.01130000,buy,2017-12-30T18:40:54.068000Z
4718873565,12933.08000000,0.00049100,buy,2017-12-30T18:40:54.068000Z
4718873567,12930.00000000,0.09921553,buy,2017-12-30T18:40:54.068000Z
4718873710,12930.00000000,0.20000000,buy,2017-12-30T18:40:54.548000Z
4718873867,12933.13000000,0.00010000,sell,2017-12-30T18:40:55.308000Z
4718873869,12933.14000000,0.00990000,sell,2017-12-30T18:40:55.308000Z
4718874239,12930.01000000,0.92841312,sell,2017-12-30T18:40:56.640000Z
4718874241,12930.01000000,0.01789554,sell,2017-12-30T18:40:56.640000Z
4718874388,12930.01000000,0.02795098,sell,2017-12-30T18:40:57.515000Z
4718874699,12930.01000000,0.00424306,sell,2017-12-30T18:40:58.821000Z
4718874705,12930.01000000,0.01000000,sell,2017-12-30T18:40:58.851000Z
4718874939,12930.01000000,0.00775863,sell,2017-12-30T18:41:00.578000Z
4718875028,12930.00000000,0.16078447,buy,2017-12-30T18:41:02.007000Z
4718875030,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875032,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875034,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875036,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875038,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875040,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875042,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875044,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875046,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875048,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875050,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875052,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875054,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875056,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875058,12930.00000000,0.00057900,buy,2017-12-30T18:41:02.007000Z
4718875060,12930.00000000,0.03053053,buy,2017-12-30T18:41:02.007000Z
4718875074,12930.01000000,0.00007714,sell,2017-12-30T18:41:02.125000Z
4718875151,12930.01000000,0.02971421,sell,2017-12-30T18:41:02.843000Z
4718875153,12930.01000000,0.01000000,sell,2017-12-30T18:41:02.843000Z
4718875155,12930.01000000,0.00010000,sell,2017-12-30T18:41:02.843000Z
4718875157,12930.01000000,0.00010000,sell,2017-12-30T18:41:02.843000Z
4718875159,12936.38000000,0.00010000,sell,2017-12-30T18:41:02.843000Z
4718875161,12937.06000000,0.01000000,sell,2017-12-30T18:41:02.843000Z
4718875163,12959.96000000,0.00060000,sell,2017-12-30T18:41:02.843000Z
4718875165,12959.97000000,0.00010000,sell,2017-12-30T18:41:02.843000Z
4718875167,12959.98000000,0.00110000,sell,2017-12-30T18:41:02.843000Z
4718875169,12960.51000000,0.00807025,sell,2017-12-30T18:41:02.843000Z
4718875171,12968.95000000,0.24850726,sell,2017-12-30T18:41:02.843000Z
4718875174,12968.95000000,0.00069223,sell,2017-12-30T18:41:02.843000Z
4718875632,12931.00000000,0.00100000,sell,2017-12-30T18:41:05.153000Z
4718875634,12952.98000000,0.00968021,sell,2017-12-30T18:41:05.153000Z
4718875647,12952.98000000,0.19031979,sell,2017-12-30T18:41:05.231000Z
4718875649,12953.47000000,0.04145800,sell,2017-12-30T18:41:05.231000Z
4718875651,12960.49000000,0.00060000,sell,2017-12-30T18:41:05.231000Z
4718875653,12960.50000000,0.00110000,sell,2017-12-30T18:41:05.231000Z
4718875655,12960.51000000,0.02758370,sell,2017-12-30T18:41:05.231000Z
4718875657,12968.94000000,0.01275307,sell,2017-12-30T18:41:05.231000Z
4718875659,12968.94000000,0.00010000,sell,2017-12-30T18:41:05.231000Z
4718875661,12968.94000000,0.00010030,sell,2017-12-30T18:41:05.231000Z
4718875663,12968.95000000,0.00080051,sell,2017-12-30T18:41:05.231000Z
4718875665,12968.99000000,0.01000000,sell,2017-12-30T18:41:05.231000Z
4718875667,12969.00000000,0.96588463,sell,2017-12-30T18:41:05.231000Z
4718875752,12952.97000000,0.00020060,sell,2017-12-30T18:41:05.687000Z
4718875754,12968.93000000,0.00060000,sell,2017-12-30T18:41:05.687000Z
4718875756,12968.99000000,0.00040120,sell,2017-12-30T18:41:05.687000Z
4718875758,12969.00000000,0.01081450,sell,2017-12-30T18:41:05.687000Z
4718876014,12968.93000000,0.00110000,sell,2017-12-30T18:41:06.999000Z
4718876016,12968.99000000,0.00080241,sell,2017-12-30T18:41:06.999000Z
4718876018,12968.99000000,0.00010030,sell,2017-12-30T18:41:06.999000Z
4718876020,12968.99000000,0.00020060,sell,2017-12-30T18:41:06.999000Z
4718876022,12968.99000000,0.00040121,sell,2017-12-30T18:41:06.999000Z
4718876024,12968.99000000,0.00040121,sell,2017-12-30T18:41:06.999000Z
4718876026,12968.99000000,0.00080241,sell,2017-12-30T18:41:06.999000Z
4718876028,12969.00000000,0.21762963,sell,2017-12-30T18:41:06.999000Z
4718876030,12969.97000000,0.00010019,sell,2017-12-30T18:41:06.999000Z
4718876032,12969.97000000,0.00040077,sell,2017-12-30T18:41:06.999000Z
4718876034,12969.97000000,0.00080154,sell,2017-12-30T18:41:06.999000Z
4718876036,12969.97000000,0.00160309,sell,2017-12-30T18:41:06.999000Z
4718876038,12969.97000000,0.00320617,sell,2017-12-30T18:41:06.999000Z
4718876040,12969.97000000,0.00641235,sell,2017-12-30T18:41:06.999000Z
4718876042,12969.97000000,0.01282469,sell,2017-12-30T18:41:06.999000Z
4718876044,12969.97000000,0.02564938,sell,2017-12-30T18:41:06.999000Z
4718876046,12969.97000000,0.00010019,sell,2017-12-30T18:41:06.999000Z
4718876048,12969.97000000,0.00020039,sell,2017-12-30T18:41:06.999000Z
4718876050,12969.97000000,0.00040077,sell,2017-12-30T18:41:06.999000Z
4718876052,12969.97000000,0.00080154,sell,2017-12-30T18:41:06.999000Z
4718876054,12969.97000000,0.00160309,sell,2017-12-30T18:41:06.999000Z
4718876056,12969.97000000,0.00010019,sell,2017-12-30T18:41:06.999000Z
4718876058,12969.97000000,0.00020039,sell,2017-12-30T18:41:06.999000Z
4718876060,12969.97000000,0.00040077,sell,2017-12-30T18:41:06.999000Z
4718876062,12969.97000000,0.00080154,sell,2017-12-30T18:41:06.999000Z
4718876064,12969.97000000,0.00010019,sell,2017-12-30T18:41:06.999000Z
4718876066,12969.97000000,0.00020039,sell,2017-12-30T18:41:06.999000Z
4718876068,12969.97000000,0.00040077,sell,2017-12-30T18:41:06.999000Z
4718876070,12969.99000000,0.01200000,sell,2017-12-30T18:41:06.999000Z
4718876072,12970.00000000,0.01200000,sell,2017-12-30T18:41:06.999000Z
4718876074,12971.29000000,0.00357259,sell,2017-12-30T18:41:06.999000Z
4718876076,12971.29000000,0.56205424,sell,2017-12-30T18:41:06.999000Z
4718876452,12960.00000000,0.01200000,buy,2017-12-30T18:41:08.619000Z
4718876454,12958.71000000,0.00357546,buy,2017-12-30T18:41:08.619000Z
4718876456,12950.00000000,0.01200000,buy,2017-12-30T18:41:08.619000Z
4718876458,12930.05000000,0.00320964,buy,2017-12-30T18:41:08.619000Z
4718876460,12930.05000000,0.00641928,buy,2017-12-30T18:41:08.619000Z
4718876462,12930.05000000,0.00641928,buy,2017-12-30T18:41:08.619000Z
4718876464,12930.05000000,0.01283856,buy,2017-12-30T18:41:08.619000Z
4718876466,12930.05000000,0.02567712,buy,2017-12-30T18:41:08.619000Z
4718876468,12930.04000000,0.00010030,buy,2017-12-30T18:41:08.619000Z
4718876470,12930.04000000,0.00020060,buy,2017-12-30T18:41:08.619000Z
4718876472,12930.04000000,0.00040121,buy,2017-12-30T18:41:08.619000Z
4718876474,12930.04000000,0.00040121,buy,2017-12-30T18:41:08.619000Z
4718876476,12930.04000000,0.00080241,buy,2017-12-30T18:41:08.619000Z
4718876478,12930.04000000,0.00160482,buy,2017-12-30T18:41:08.619000Z
4718876480,12930.03000000,0.00040120,buy,2017-12-30T18:41:08.619000Z
4718876482,12930.03000000,0.00080241,buy,2017-12-30T18:41:08.619000Z
4718876484,12930.02000000,0.11314650,buy,2017-12-30T18:41:08.619000Z
4718876645,12961.24000000,0.03822034,sell,2017-12-30T18:41:09.131000Z
4718876647,12961.25000000,0.02334821,sell,2017-12-30T18:41:09.131000Z
4718876873,12959.94000000,0.30787371,sell,2017-12-30T18:41:10.036000Z
4718876934,12930.04000000,0.00064031,sell,2017-12-30T18:41:10.117000Z
4718877132,12930.04000000,0.02000000,sell,2017-12-30T18:41:10.843000Z
4718877148,12930.03000000,0.00010024,buy,2017-12-30T18:41:10.901000Z
4718877150,12930.03000000,0.00020048,buy,2017-12-30T18:41:10.901000Z
4718877152,12930.03000000,0.00040097,buy,2017-12-30T18:41:10.901000Z
4718877154,12930.03000000,0.02764872,buy,2017-12-30T18:41:10.901000Z
4718877156,12930.03000000,0.00080193,buy,2017-12-30T18:41:10.901000Z
4718877158,12930.03000000,0.03831260,buy,2017-12-30T18:41:10.901000Z
4718877160,12930.02000000,0.01685350,buy,2017-12-30T18:41:10.901000Z
4718877162,12930.02000000,0.00020060,buy,2017-12-30T18:41:10.901000Z
4718877164,12930.02000000,0.10000000,buy,2017-12-30T18:41:10.901000Z
4718877166,12930.01000000,0.01275307,buy,2017-12-30T18:41:10.901000Z
4718877168,12930.01000000,0.00010030,buy,2017-12-30T18:41:10.901000Z
4718877170,12930.00000000,0.61262759,buy,2017-12-30T18:41:10.901000Z
4718877249,12930.04000000,0.01000000,sell,2017-12-30T18:41:11.198000Z
4718877352,12930.00000000,0.55099673,buy,2017-12-30T18:41:11.634000Z
4718877674,12930.03000000,0.00270000,sell,2017-12-30T18:41:13.209000Z
4718877676,12930.03000000,0.01000000,sell,2017-12-30T18:41:13.209000Z
4718877678,12930.04000000,0.00010000,sell,2017-12-30T18:41:13.209000Z
4718877680,12930.04000000,0.03553284,sell,2017-12-30T18:41:13.209000Z
4718877682,12933.58000000,0.20000000,sell,2017-12-30T18:41:13.209000Z
4718877684,12959.91000000,0.00950634,sell,2017-12-30T18:41:13.209000Z
4718877708,12959.90000000,0.03848433,sell,2017-12-30T18:41:13.310000Z
4718877993,12959.89000000,0.00320773,sell,2017-12-30T18:41:14.735000Z
4718877995,12959.89000000,0.00641546,sell,2017-12-30T18:41:14.735000Z
4718877997,12959.89000000,0.00010000,sell,2017-12-30T18:41:14.735000Z
4718877999,12959.89000000,0.00010023,sell,2017-12-30T18:41:14.735000Z
4718878001,12959.89000000,0.00020046,sell,2017-12-30T18:41:14.735000Z
4718878003,12959.90000000,0.00160387,sell,2017-12-30T18:41:14.735000Z
4718878005,12959.91000000,0.00837225,sell,2017-12-30T18:41:14.735000Z
4718878187,12930.02000000,0.00080185,buy,2017-12-30T18:41:15.405000Z
4718878189,12930.02000000,0.00063564,buy,2017-12-30T18:41:15.405000Z
4718878228,12959.87000000,0.01539376,sell,2017-12-30T18:41:15.518000Z
4718878280,12959.82000000,0.99521101,sell,2017-12-30T18:41:16.094000Z
4718878314,12930.03000000,0.10000000,buy,2017-12-30T18:41:16.188000Z
4718878316,12930.02000000,0.00016621,buy,2017-12-30T18:41:16.188000Z
4718878318,12930.02000000,0.00160370,buy,2017-12-30T18:41:16.188000Z
4718878320,12930.02000000,0.00320739,buy,2017-12-30T18:41:16.188000Z
4718878322,12930.01000000,0.00160387,buy,2017-12-30T18:41:16.188000Z
4718878324,12930.01000000,0.00320773,buy,2017-12-30T18:41:16.188000Z
4718878326,12930.01000000,0.00641546,buy,2017-12-30T18:41:16.188000Z
4718878328,12930.01000000,0.00010023,buy,2017-12-30T18:41:16.188000Z
4718878330,12930.01000000,0.00020046,buy,2017-12-30T18:41:16.188000Z
4718878332,12930.01000000,0.00040092,buy,2017-12-30T18:41:16.188000Z
4718878334,12930.00000000,0.08309403,buy,2017-12-30T18:41:16.188000Z
4718879448,12933.56000000,0.00330251,sell,2017-12-30T18:41:20.888000Z
4718879725,12933.56000000,0.00107749,sell,2017-12-30T18:41:22.242000Z
4718879727,12933.56000000,0.00663505,sell,2017-12-30T18:41:22.242000Z
4718879970,12933.57000000,0.01542507,sell,2017-12-30T18:41:23.638000Z
4718880219,12933.56000000,0.00010000,sell,2017-12-30T18:41:24.884000Z
4718880221,12933.57000000,0.18457493,sell,2017-12-30T18:41:24.884000Z
4718880223,12933.57000000,0.81532507,sell,2017-12-30T18:41:24.884000Z
4718880473,12933.56000000,0.24000000,sell,2017-12-30T18:41:26.133000Z
4718880790,12931.01000000,0.17000000,buy,2017-12-30T18:41:28.064000Z
4718880792,12931.00000000,0.03000000,buy,2017-12-30T18:41:28.064000Z
4718880959,12931.01000000,0.00324236,buy,2017-12-30T18:41:28.934000Z
4718881256,12933.55000000,0.00010000,sell,2017-12-30T18:41:30.602000Z
4718881258,12944.89000000,0.16447509,sell,2017-12-30T18:41:30.602000Z
4718881260,12945.42000000,0.12500000,sell,2017-12-30T18:41:30.602000Z
4718881262,12945.42000000,0.12500000,sell,2017-12-30T18:41:30.602000Z
4718881264,12945.42000000,0.12500000,sell,2017-12-30T18:41:30.602000Z
4718881266,12959.84000000,0.00010023,sell,2017-12-30T18:41:30.602000Z
4718881268,12959.84000000,0.00020046,sell,2017-12-30T18:41:30.602000Z
4718881270,12959.84000000,0.00040092,sell,2017-12-30T18:41:30.602000Z
4718881272,12959.84000000,0.00080185,sell,2017-12-30T18:41:30.602000Z
4718881274,12959.84000000,0.00160369,sell,2017-12-30T18:41:30.602000Z
4718881276,12959.84000000,0.00320738,sell,2017-12-30T18:41:30.602000Z
4718881278,12959.84000000,0.00010000,sell,2017-12-30T18:41:30.602000Z
4718881280,12959.84000000,0.10000000,sell,2017-12-30T18:41:30.602000Z
4718881282,12959.84000000,0.00010000,sell,2017-12-30T18:41:30.602000Z
4718881284,12959.88000000,0.00080185,sell,2017-12-30T18:41:30.602000Z
4718881286,12959.88000000,0.00080185,sell,2017-12-30T18:41:30.602000Z
4718881288,12959.88000000,0.00160370,sell,2017-12-30T18:41:30.602000Z
4718881290,12959.88000000,0.00320739,sell,2017-12-30T18:41:30.602000Z
4718881292,12959.89000000,0.00040092,sell,2017-12-30T18:41:30.602000Z
4718881294,12959.92000000,1.00000000,sell,2017-12-30T18:41:30.602000Z
4718881296,12959.92000000,0.13000000,sell,2017-12-30T18:41:30.602000Z
4718881298,12960.00000000,0.01200000,sell,2017-12-30T18:41:30.602000Z
4718881300,12961.24000000,0.00010024,sell,2017-12-30T18:41:30.602000Z
4718881302,12961.24000000,0.00020048,sell,2017-12-30T18:41:30.602000Z
4718881304,12961.24000000,0.00040097,sell,2017-12-30T18:41:30.602000Z
4718881306,12961.24000000,0.00080193,sell,2017-12-30T18:41:30.602000Z
4718881308,12961.31000000,0.00357546,sell,2017-12-30T18:41:30.602000Z
4718881310,12968.98000000,0.00320964,sell,2017-12-30T18:41:30.602000Z
4718881312,12968.98000000,0.00641928,sell,2017-12-30T18:41:30.602000Z
4718881314,12968.98000000,0.00010000,sell,2017-12-30T18:41:30.602000Z
4718881316,12968.98000000,0.00641928,sell,2017-12-30T18:41:30.602000Z
4718881318,12968.98000000,0.01283856,sell,2017-12-30T18:41:30.602000Z
4718881320,12968.98000000,0.02567712,sell,2017-12-30T18:41:30.602000Z
4718881322,12968.99000000,0.00160482,sell,2017-12-30T18:41:30.602000Z
4718881324,12968.99000000,0.00960702,sell,2017-12-30T18:41:30.602000Z
4718881326,12969.83000000,0.93763987,sell,2017-12-30T18:41:30.602000Z
4718881523,12931.05000000,0.03000000,buy,2017-12-30T18:41:31.389000Z
4718881525,12931.04000000,0.08710790,buy,2017-12-30T18:41:31.389000Z
4718881662,12944.87000000,0.00059000,sell,2017-12-30T18:41:32.164000Z
4718881664,12944.88000000,0.00010000,sell,2017-12-30T18:41:32.164000Z
4718881666,12968.97000000,0.00010029,sell,2017-12-30T18:41:32.164000Z
4718881668,12968.97000000,0.00920971,sell,2017-12-30T18:41:32.164000Z
4718881729,12968.96000000,0.00020059,sell,2017-12-30T18:41:32.395000Z
4718881731,12968.97000000,0.07671424,sell,2017-12-30T18:41:32.395000Z
4718882201,12933.60000000,0.01000000,sell,2017-12-30T18:41:34.535000Z
4718882204,12933.60000000,0.01239775,sell,2017-12-30T18:41:34.541000Z
4718882207,12933.60000000,0.03632644,sell,2017-12-30T18:41:34.546000Z
4718882212,12933.60000000,0.01515739,sell,2017-12-30T18:41:34.560000Z
4718882342,12933.60000000,0.12611842,sell,2017-12-30T18:41:35.243000Z
4718882344,12933.61000000,0.01130000,sell,2017-12-30T18:41:35.243000Z
4718882346,12934.89000000,0.00358279,sell,2017-12-30T18:41:35.243000Z
4718882348,12968.96000000,0.00040117,sell,2017-12-30T18:41:35.243000Z
4718882350,12968.96000000,0.00080234,sell,2017-12-30T18:41:35.243000Z
4718882352,12968.96000000,0.00160469,sell,2017-12-30T18:41:35.243000Z
4718882354,12968.96000000,0.00320938,sell,2017-12-30T18:41:35.243000Z
4718882356,12968.96000000,0.00641875,sell,2017-12-30T18:41:35.243000Z
4718882358,12968.96000000,0.01283751,sell,2017-12-30T18:41:35.243000Z
4718882360,12968.96000000,0.02567501,sell,2017-12-30T18:41:35.243000Z
4718882362,12968.96000000,0.00010029,sell,2017-12-30T18:41:35.243000Z
4718882364,12968.96000000,0.00020059,sell,2017-12-30T18:41:35.243000Z
4718882366,12968.96000000,0.00010000,sell,2017-12-30T18:41:35.243000Z
4718882368,12968.96000000,0.00040117,sell,2017-12-30T18:41:35.243000Z
4718882370,12968.96000000,0.00080234,sell,2017-12-30T18:41:35.243000Z
4718882372,12968.96000000,0.01000000,sell,2017-12-30T18:41:35.243000Z
4718882374,12968.97000000,1.53200000,sell,2017-12-30T18:41:35.243000Z
4718882376,12969.83000000,0.27076158,sell,2017-12-30T18:41:35.243000Z
4718883279,12967.65000000,0.00357306,buy,2017-12-30T18:41:38.709000Z
4718884471,12947.97000000,0.00062000,sell,2017-12-30T18:41:44.315000Z
4718884473,12947.98000000,0.00010000,sell,2017-12-30T18:41:44.315000Z
4718884475,12947.98000000,0.00010000,sell,2017-12-30T18:41:44.315000Z
4718884477,12947.99000000,0.00918000,sell,2017-12-30T18:41:44.315000Z
4718884544,12947.98000000,0.01000000,sell,2017-12-30T18:41:44.971000Z
4718884546,12947.99000000,0.18724694,sell,2017-12-30T18:41:44.971000Z
4718884548,12949.26000000,0.00339993,sell,2017-12-30T18:41:44.971000Z
4718884550,12968.94000000,0.33731289,sell,2017-12-30T18:41:44.971000Z
4718884770,12968.93000000,0.38457537,sell,2017-12-30T18:41:46.333000Z
4718885036,12957.99000000,0.00756921,buy,2017-12-30T18:41:47.619000Z
4718885038,12946.68000000,0.00339993,buy,2017-12-30T18:41:47.619000Z
4718885040,12946.68000000,0.18903086,buy,2017-12-30T18:41:47.619000Z
4718885047,12958.00000000,0.01000000,sell,2017-12-30T18:41:47.633000Z
4718885050,12958.00000000,0.01600182,sell,2017-12-30T18:41:47.636000Z
